"","Token_ID","Year","Corpora","Source","Context","Code","tokenType"
"182",182,2013,"MAG","Prevention",", like a last straw, made postmenopausal women 15 times more likely to have short telomeres-unless the women exercised, in which case those risks vanished. Researchers also tracked","S","short"
"183",183,2012,"SPOK","NPR: Fresh Air","  adapted from a story or a play? DAVID-RAKOFF# From a script, from a short script. TERRY-GROSS# That somebody else had written? DAVID-RAKOFF# Yeah, Anders Thomas Jensen","T","short"
"184",184,1996,"FIC","Bk:TellMeTale","  her former slavemasters), Sweet Elsie arrived in Red Springs after having fallen woefully short of her original destination of New York City, some five hundred and eight miles","S","short"
"185",185,2011,"MAG","NaturalHist","  males at fertilizing eggs of the females with longer seminal receptacles. When females had short seminal receptacles, sperm length didn't matter. Pitnick and Miller concluded that the","S","short"
"186",186,1990,"SPOK","ABC_Brinkley","  in with your dire predictions. We appreciate that, though, although in the short run you say it's not that bad. Mr. SCHULTZE: That's right","T","short"
"187",187,1990,"MAG","AccentLiving","  is compromised on rougher ground, and he gets tired easily. But even the short time he's been in the field has reaped substantial rewards, both mental and","T","short"
"188",188,2008,"MAG","SportsIll","and Adam Scott. 14 How will Tiger's absence affect the PGA Tour? Short term, interest in pro golf will be down without Tiger, and TV ratings","T","short"
"189",189,2016,"SPOK","NPR: Fresh Air","  the author of a new book "" Pit Bull. "" Let's take a short break, then we'll talk some more. This is FRESH AIR.","T","short"
"190",190,2000,"FIC","Mov:Bamboozled","  me. All that other mess I just file into the "" life's too short "" category. He downs another one. Junebug drinks like a fish. JUNEBUG","T","short"
"191",191,2000,"MAG","Inc.","$80,000 to $90,000 a month, "" Phelps says. "" So we had a short honeymoon period followed by a losing-money-pissed-off period. We were hemorrhaging. "" # The","T","short"
"192",192,1999,"FIC","NewEnglandRev","  girl of about seven, and then a little while later, a woman with short gray hair and a raincoat. By now it's almost dark. # Not","S","short"
"193",193,2007,"FIC","Lilith",", I see red. Sidebar It's Lilith's Annual Fiction Contest! Send short stories to 250 W. 57th St., Suite 2432, New York, NY 10107","F","short"
"194",194,1993,"MAG","Ebony","save by putting Anthony's skills as a licensed electrician to work. But five short months into their marriage, 29-year-old Anthony was laid off from his electrician job at","T","short"
"195",195,1999,"MAG","MotherEarth","  invest onto the towel. Peel off the waxed paper, and starting at a short end, gently roll up the cake jelly-roll style into the towel. Lay on","S","short"
"196",196,2000,"MAG","BoysLife","  save your life. Thus, the Surprise Station, where each patrol got several short sticks, some lengths of rope and instructions to retrieve a distant bucket without crossing","S","short"
"197",197,1996,"MAG","USCatholic","  "" A fountain of opportunity It is possible to work in less-thanadequate positions for a short time, if you know there's something better down the road. That's","T","short"
"198",198,1990,"MAG","Horticulture","  become deep enough to accommodate a nicely complicated and satisfying rhythm of plants from very short to very tall. Whereas a little grass is often more satisfying than a lot","S","short"
"199",199,1993,"MAG","ScienceNews","  . Though the device still functions, researchers can't use its highest resolution at short ultraviolet wavelengths. # Altogether, then, four astronauts aboard the space shuttle Endeavour","S","short"
"200",200,2016,"FIC","Analog","  and be gone. So will the third floor of the temple. Within a short candle after that the walls will be breached and the enemy will take Nineveh. ""","U","short"
"201",201,2010,"SPOK","Fox_Hannity","  look at it in one way, we have a worse debt problem in the short term than Greece and Spain does. What is -- what have they done in","T","short"
"202",202,2016,"MAG","TechCrunch","  computers are built. It started with the circuit board # Just a few short decades ago, computers filled entire rooms. In these early days, manufacturers produced","T","short"
"203",203,1998,"SPOK","Fox_Hume","  the way, this is made for browsing. You know, you go the short essays. HESS: Yes. SNOW: Where would point someone? they're","T","short"
"204",204,2010,"FIC","Bk:GuideBoulevard","  you are ready to move on, the Museum of Sultry Looks is just a short jaunt away from the Museum of Failed Birth Control, an agreeable pit stop before","O","short"
"205",205,2002,"FIC","ChicagoRev","  could. He came up with excuses, got sick, had to take a short trip. But it just isn't possible to hide for long in a small","B","short"
"206",206,2001,"SPOK","NPR_ATC","  Protest organizers have changed their main Web site, covering the home page with a short message saying their thoughts and prayers are with the victims of Tuesday's attacks and","B","short"
"207",207,2011,"SPOK","NBC_Dateline","  member of an elite unit, the Detroit Fugitive Apprehension Task Force, DFAT for short. (Garcia-at-computer Deputy GARCIA: Our job is to locate and arrest the most violent","U","short"
"208",208,2014,"MAG","NaturalHist","  risks stemming from the persistent peculiar behavior of fish there, at least in the short term. (Nature Climate Change) #","T","short"
"209",209,2012,"MAG","NewStatesman","  - rather than a social, economic and ideological alternative. This is, in short, the failure of political Islam. # Playing the same game # In Tunisia","T","short"
"210",210,2000,"FIC","Bk:BigStoneGap","  distributor that reads, DO N'T GO' ROUND HUNGRY. HAVE YOUR NABS? Short for Nabisco crackers around these parts. Cas Walker must have cut a deal with","U","short"
"211",211,1994,"FIC","NewMoon","  girls or boys. Both had long hair and flat chests, and were wearing short skits. She couldn't decide with they were. It felt strange not knowing","S","short"
"212",212,2001,"MAG","MotherEarth","with a book or go for a long walk. The equipment list is pretty short, too. You need an oven capable of heating up to 475degF (245degC","U","short"
"213",213,2010,"SPOK","Fox_Baier","  process which would have and was amending the abortion law in many states, by short circuiting it what the court did was prolong civil strife and prevented a stable settlement","T","short"
"214",214,1993,"SPOK","NPR_Weekend","  the Alps last year. Bender who was the only one who gave the hunter short hair, a characteristic he deduced from the man's neatly stitched clothing and short","S","short"
"215",215,1999,"SPOK","NPR_Science","  you did and how it worked. So we'll be right back after this short break. This is TALK OF THE NATION from NPR News. (Announcements) SILBERNER:","T","short"
"216",216,1997,"MAG","Essence","  is, it will rise ten feet by the time you leave. "" In short, there's someone to love you just for you: "" Many of us","T","short"
"217",217,2001,"SPOK","NPR_Science","  right. Thank you very much. We're going to have to take a short break, and when we come back we'll talk lots more with our other","T","short"
"218",218,2006,"FIC","FantasySciFi","  "" "" How much do we need? "" "" I figure we'll be short only about a hundred and fifty feet. About two quarts. "" One hundred","S","short"
"219",219,1998,"FIC","Bk:PatchworkPlanet","  home in a truck? "" she asked me. "" It's just a short ride, Ms. May, "" I said. "" What happened to your darlin","B","short"
"220",220,1999,"MAG","NatlReview","  by China will result in the progressive reduction of America's strategic ambiguity. In short, more Chinese threats against Taiwan would only lead Washington to strengthen its commitment to","T","short"
"221",221,2011,"MAG","Bicycling","  works to avert an oncoming bonk and can also give you a kick before a short ride. Bonus: You've squeezed your last gel and are desperate for a","B","short"
"222",222,2008,"FIC","Bk:DarkHollow","  again-a high, melodic piping. It sounded like a flute. Just a few short, random notes, and then they faded away on the breeze and weren't","T","short"
